50;No gesture
70;No gesture
161;No gesture
220;No gesture
314;No gesture
385;No gesture
407;No gesture
456;No gesture
492;No gesture
504;No gesture
669;No gesture
852;No gesture
897;No gesture
936;No gesture
952;No gesture
1208;No gesture
1274;No gesture
1282;No gesture
1285;No gesture
1326;No gesture
1383;No gesture
1393;No gesture
1460;No gesture
1501;No gesture
1765;No gesture
1904;No gesture
1940;No gesture
1944;No gesture
2066;No gesture
2144;No gesture
2259;No gesture
2301;No gesture
2729;No gesture
2790;No gesture
2793;No gesture
2850;No gesture
2923;No gesture
2980;No gesture
3197;No gesture
3239;No gesture
3442;No gesture
3559;No gesture
3725;No gesture
3814;No gesture
3822;No gesture
3823;No gesture
3935;No gesture
3988;No gesture
4066;No gesture
4131;No gesture
4156;No gesture
4290;No gesture
4346;No gesture
4433;No gesture
4441;No gesture
4720;No gesture
4733;No gesture
4737;No gesture
4740;No gesture
4900;No gesture
4911;No gesture
4929;No gesture
4947;No gesture
5031;No gesture
5056;No gesture
5199;No gesture
5216;No gesture
5391;No gesture
5426;No gesture
5463;No gesture
5644;No gesture
5649;No gesture
5736;No gesture
5806;No gesture
5836;No gesture
5839;No gesture
5840;No gesture
5869;No gesture
5902;No gesture
5905;No gesture
5947;No gesture
6023;No gesture
6103;No gesture
6155;No gesture
6211;No gesture
6259;No gesture
6295;No gesture
6382;No gesture
6451;No gesture
6466;No gesture
6546;No gesture
6643;No gesture
6700;No gesture
6752;No gesture
6930;No gesture
7025;No gesture
7063;No gesture
7094;No gesture
7124;No gesture
7294;No gesture
7394;No gesture
7403;No gesture
7559;No gesture
7562;No gesture
7982;No gesture
8007;No gesture
8050;No gesture
8137;No gesture
8227;No gesture
8252;No gesture
8255;No gesture
8398;No gesture
8505;No gesture
8687;No gesture
8891;No gesture
9066;No gesture
9104;No gesture
9265;No gesture
9266;No gesture
9285;No gesture
9415;No gesture
9456;No gesture
9588;No gesture
9709;No gesture
9822;No gesture
9847;No gesture
9906;No gesture
9924;No gesture
9939;No gesture
10038;No gesture
10085;No gesture
10107;No gesture
10280;No gesture
10372;No gesture
10433;No gesture
10569;No gesture
10578;No gesture
10587;No gesture
10696;No gesture
10780;No gesture
10913;No gesture
10956;No gesture
10959;No gesture
10968;No gesture
11006;No gesture
11097;No gesture
11110;No gesture
11193;No gesture
11250;No gesture
11311;No gesture
11346;No gesture
11787;No gesture
11842;No gesture
11873;No gesture
11874;No gesture
12018;No gesture
12048;No gesture
12055;No gesture
12607;No gesture
12609;No gesture
12740;No gesture
12769;No gesture
12783;No gesture
12821;No gesture
12845;No gesture
12864;No gesture
12938;No gesture
12940;No gesture
13143;No gesture
13249;No gesture
13353;No gesture
13371;No gesture
13375;No gesture
13422;No gesture
13485;No gesture
13521;No gesture
13608;No gesture
13628;No gesture
13642;No gesture
13743;No gesture
13870;No gesture
13927;No gesture
14030;No gesture
14139;No gesture
14147;No gesture
14155;No gesture
14156;No gesture
14299;No gesture
14360;No gesture
14525;No gesture
14539;No gesture
14572;No gesture
14698;No gesture
14814;No gesture
15081;No gesture
15095;No gesture
15165;No gesture
15376;No gesture
15488;No gesture
15607;No gesture
15615;No gesture
15647;No gesture
15696;No gesture
15849;No gesture
15878;No gesture
15988;No gesture
16132;No gesture
16141;No gesture
16182;No gesture
16339;No gesture
16384;No gesture
16462;No gesture
16704;No gesture
16817;No gesture
16848;No gesture
16851;No gesture
16856;No gesture
16858;No gesture
16897;No gesture
17034;No gesture
17105;No gesture
17233;No gesture
17278;No gesture
17324;No gesture
17386;No gesture
17391;No gesture
17475;No gesture
17521;No gesture
17669;No gesture
17731;No gesture
17748;No gesture
17870;No gesture
17971;No gesture
18101;No gesture
18114;No gesture
18205;No gesture
18241;No gesture
18607;No gesture
18682;No gesture
18690;No gesture
18706;No gesture
18771;No gesture
18775;No gesture
18798;No gesture
19030;No gesture
19036;No gesture
19065;No gesture
19136;No gesture
19312;No gesture
19504;No gesture
19511;No gesture
19535;No gesture
19540;No gesture
19642;No gesture
19665;No gesture
19667;No gesture
19695;No gesture
19742;No gesture
19796;No gesture
19894;No gesture
19896;No gesture
19926;No gesture
20016;No gesture
20026;No gesture
20051;No gesture
20323;No gesture
20329;No gesture
20387;No gesture
20466;No gesture
20586;No gesture
20628;No gesture
20745;No gesture
20768;No gesture
20779;No gesture
20934;No gesture
21015;No gesture
21083;No gesture
21141;No gesture
21168;No gesture
21176;No gesture
21279;No gesture
21401;No gesture
21408;No gesture
21511;No gesture
21552;No gesture
21624;No gesture
21651;No gesture
21739;No gesture
21783;No gesture
21877;No gesture
21953;No gesture
21978;No gesture
21986;No gesture
22111;No gesture
22115;No gesture
22153;No gesture
22295;No gesture
22297;No gesture
22421;No gesture
22471;No gesture
22559;No gesture
22596;No gesture
22619;No gesture
22687;No gesture
22724;No gesture
22799;No gesture
22837;No gesture
22968;No gesture
23016;No gesture
23408;No gesture
23432;No gesture
23468;No gesture
23476;No gesture
23581;No gesture
23583;No gesture
23610;No gesture
23631;No gesture
23745;No gesture
23748;No gesture
23789;No gesture
23825;No gesture
23972;No gesture
23983;No gesture
24070;No gesture
24078;No gesture
24167;No gesture
24228;No gesture
24255;No gesture
24346;No gesture
24443;No gesture
24544;No gesture
24569;No gesture
24663;No gesture
24684;No gesture
24699;No gesture
24734;No gesture
24862;No gesture
24907;No gesture
25106;No gesture
25144;No gesture
25149;No gesture
25207;No gesture
25226;No gesture
25282;No gesture
25428;No gesture
25435;No gesture
25478;No gesture
25491;No gesture
25619;No gesture
25636;No gesture
25640;No gesture
25696;No gesture
25777;No gesture
25808;No gesture
25989;No gesture
25996;No gesture
26003;No gesture
26057;No gesture
26214;No gesture
26238;No gesture
26283;No gesture
26388;No gesture
26417;No gesture
26644;No gesture
26698;No gesture
26756;No gesture
26778;No gesture
26796;No gesture
26797;No gesture
26945;No gesture
27076;No gesture
27085;No gesture
27132;No gesture
27252;No gesture
27329;No gesture
27511;No gesture
27563;No gesture
27567;No gesture
27612;No gesture
27641;No gesture
27750;No gesture
27770;No gesture
27841;No gesture
27931;No gesture
28130;No gesture
28197;No gesture
28240;No gesture
28361;No gesture
28469;No gesture
28533;No gesture
28710;No gesture
28859;No gesture
28883;No gesture
28927;No gesture
29033;No gesture
29037;No gesture
29175;No gesture
29211;No gesture
29297;No gesture
29303;No gesture
29363;No gesture
29378;No gesture
29425;No gesture
29461;No gesture
29510;No gesture
29523;No gesture
29538;No gesture
29756;No gesture
29806;No gesture
29810;No gesture
29902;No gesture
29931;No gesture
30016;No gesture
30089;No gesture
30117;No gesture
30252;No gesture
30307;No gesture
30367;No gesture
30434;No gesture
30495;No gesture
30551;No gesture
30677;No gesture
30690;No gesture
30842;No gesture
30880;No gesture
30995;No gesture
31059;No gesture
31125;No gesture
31146;No gesture
31238;No gesture
31368;No gesture
31416;No gesture
31440;No gesture
31502;No gesture
31606;No gesture
31618;No gesture
31689;No gesture
31782;No gesture
31847;No gesture
31892;No gesture
31912;No gesture
31978;No gesture
32033;No gesture
32071;No gesture
32073;No gesture
32088;No gesture
32113;No gesture
32188;No gesture
32267;No gesture
32274;No gesture
32333;No gesture
32340;No gesture
32359;No gesture
32486;No gesture
32630;No gesture
32796;No gesture
32969;No gesture
32972;No gesture
33117;No gesture
33235;No gesture
33355;No gesture
33356;No gesture
33361;No gesture
33400;No gesture
33406;No gesture
33616;No gesture
33812;No gesture
33850;No gesture
33975;No gesture
34045;No gesture
34169;No gesture
34409;No gesture
34526;No gesture
34556;No gesture
34641;No gesture
34646;No gesture
34830;No gesture
34893;No gesture
34997;No gesture
35295;No gesture
35577;No gesture
35645;No gesture
35701;No gesture
35763;No gesture
35843;No gesture
35868;No gesture
36118;No gesture
36214;No gesture
36229;No gesture
36266;No gesture
36358;No gesture
36474;No gesture
36592;No gesture
36624;No gesture
36765;No gesture
36785;No gesture
36897;No gesture
36921;No gesture
36962;No gesture
36974;No gesture
37150;No gesture
37169;No gesture
37173;No gesture
37198;No gesture
37279;No gesture
37338;No gesture
37419;No gesture
37682;No gesture
37708;No gesture
37727;No gesture
37942;No gesture
38019;No gesture
38365;No gesture
38368;No gesture
38525;No gesture
38560;No gesture
38643;No gesture
38716;No gesture
38737;No gesture
38766;No gesture
38770;No gesture
38807;No gesture
38832;No gesture
38937;No gesture
38988;No gesture
39014;No gesture
39082;No gesture
39201;No gesture
39278;No gesture
39299;No gesture
39326;No gesture
39350;No gesture
39374;No gesture
39407;No gesture
39410;No gesture
39493;No gesture
39496;No gesture
39511;No gesture
39613;No gesture
39799;No gesture
39835;No gesture
39987;No gesture
40162;No gesture
40175;No gesture
40219;No gesture
40298;No gesture
40360;No gesture
40475;No gesture
40510;No gesture
40722;No gesture
40900;No gesture
41012;No gesture
41201;No gesture
41217;No gesture
41251;No gesture
41323;No gesture
41493;No gesture
41498;No gesture
41527;No gesture
41663;No gesture
41708;No gesture
41765;No gesture
41909;No gesture
41941;No gesture
42155;No gesture
42463;No gesture
42593;No gesture
42648;No gesture
